what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952124380
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952129560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952145706
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1415952158843
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1415952158874
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952159498
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952166416
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1415952192765
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1415952192781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952193311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952203055
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1415952261963
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1415952267470
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1415952267486
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952268016
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952292532
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1415952318383
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1415952318883
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1415952319195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952319772
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415952322611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415952323297
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1415952324374
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1415952324967
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1415952326495
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1415952326698
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952327244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952328165
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952328742
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952329553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952330021
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952330333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952330707
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415952331097
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415952333890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415952334264
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415952334685
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415952334919
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415952335185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415952335465
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415952335965
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1415952372141
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1415952372172
