what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415349857891
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1415349884287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1415349899015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415349947205
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415349963314
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1415349970772
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415349972629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415349976315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415349980555
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1415350025362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415350032132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415350032584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415350066265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415350067778
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415352224101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415352226706
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415352226987
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1415352228057
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1415352228097
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1415352228117
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1415352228137
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1415352228187
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1415352228187
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1415352228187
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1415352228187
